"genus","species","authority","year","higherTaxonomy"
"Python","anchietae","BOCAGE","1887","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Python","bivittatus","KUHL","1820","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Python","breitensteini","STEINDACHNER","1881","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Python","brongersmai","STULL","1938","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Python","curtus","SCHLEGEL","1872","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Python","kyaiktiyo","ZUG GOTTE & JACOBS","2011","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Python","molurus","LINNAEUS","1758","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Python","natalensis","SMITH","1840","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Python","regius","SHAW","1802","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Python","sebae","GMELIN","1789","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Pythonodipsas","carinata","GUNTHER","1868","Pseudaspididae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Quedenfeldtia","moerens","CHABANAUD","1916","Sphaerodactylidae, Gekkota"
"Quedenfeldtia","trachyblepharus","BOETTGER","1874","Sphaerodactylidae, Gekkota"
"Rabdion","forsteni","DUMERIL BIBRON & DUMERIL","1854","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rabdion","grovesi","AMARASINGHE VOGEL MCGUIRE SIDIK SUPRIATNA & INEICH","2015","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Raclitia","indica","GRAY","1842","Homalopsidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ramigekko","swartbergensis","HAACKE","1996","Gekkonidae, Gekkota"
"Ramphotyphlops","acuticauda","PETERS","1878","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","adocetus","WYNN REYNOLDS BUDEN FALANRUW & LYNCH","2012","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","angusticeps","PETERS","1878","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","becki","TANNER","1948","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","bipartitus","SAUVAGE","1879","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","conradi","PETERS","1875","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","cumingii","GRAY","1845","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","depressus","PETERS","1880","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","exocoeti","BOULENGER","1887","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","flaviventer","PETERS","1864","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","hatmaliyeb","WYNN REYNOLDS BUDEN FALANRUW & LYNCH","2012","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","lineatus","SCHLEGEL","1839","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","lorenzi","WERNER","1909","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","mansuetus","BARBOUR","1921","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","marxi","WALLACH","1993","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","mollyozakiae","WALLACH","2021","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","multilineatus","SCHLEGEL","1839","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","olivaceus","GRAY","1845","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","similis","BRONGERSMA","1934","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","suluensis","TAYLOR","1918","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","supranasalis","BRONGERSMA","1934","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Ramphotyphlops","willeyi","BOULENGER","1900","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Rankinia","diemensis","GRAY","1841","Agamidae (Amphibolurinae), Iguania"
"Regina","grahamii","BAIRD & GIRARD","1853","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Regina","septemvittata","SAY","1825","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rena","boettgeri","WERNER","1899","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rena","bressoni","TAYLOR","1939","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rena","dugesii","BOCOURT","1881","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rena","dulcis","BAIRD & GIRARD","1853","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rena","humilis","BAIRD & GIRARD","1853","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rena","iversoni","SMITH BREUKELEN AUTH & CHISZAR","1998","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rena","klauberi","FLORES-VILLELA SMITH CANSECO-MARQUEZ & CAMPBELL","2022","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rena","maxima","LOVERIDGE","1932","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rena","segrega","KLAUBER","1939","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rena","unguirostris","BOULENGER","1902","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes"
"Rhabdophis","adleri","ZHAO","1997","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","akraios","DORIA PETRI BELLATI TISO & PISTARINO","2013","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","angeli","BOURRET","1934","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","auriculatus","GUNTHER","1858","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","barbouri","TAYLOR","1922","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","bindi","DAS SMITH SIDIK SARKER BORUAH PATEL MURTHY & DEEPAK","2021","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","callichroma","BOURRET","1934","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","callistus","GUNTHER","1873","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","ceylonensis","GUNTHER","1858","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","chiwen","CHEN DING CHEN & PIAO","2020","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","chrysargoides","GUNTHER","1858","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","chrysargos","SCHLEGEL","1837","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","confusus","DAVID & VOGEL","2021","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","conspicillatus","GUNTHER","1872","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","flaviceps","DUMERIL BIBRON & DUMERIL","1854","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","formosanus","MAKI","1931","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","guangdongensis","ZHU WANG TAKEUCHI & ZHAO","2014","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","helleri","SCHMIDT","1925","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","himalayanus","GUNTHER","1864","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","hmongorum","KANE TAPLEY LA & NGUYEN","2023","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","kaiyuanensis","QIN BIN XINHONG YANGMEI & PENG","2023","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","lateralis","BERTHOLD","1859","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","leonardi","WALL","1923","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","lineatus","PETERS","1861","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","murudensis","SMITH","1925","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","nigrocinctus","BLYTH","1856","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","nuchalis","BOULENGER","1891","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","pentasupralabialis","JIANG & ZHAO","1983","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","plumbicolor","CANTOR","1839","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","rhodomelas","BOIE","1827","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","siamensis","MELL","1931","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","subminiatus","SCHLEGEL","1837","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","swinhonis","GUNTHER","1868","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdophis","tigrinus","BOIE","1826","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdops","aquaticus","GIRI DEEPAK CAPTAIN & GOWER","2017","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhabdops","olivaceus","BEDDOME","1863","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhachidelus","brazili","BOULENGER","1908","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhachisaurus","brachylepis","DIXON","1974","Gymnophthalmidae (Rhachisaurinae), Gymnophthalmoidea"
"Rhacodactylus","auriculatus","BAVAY","1869","Diplodactylidae, Gekkota"
"Rhacodactylus","leachianus","CUVIER","1829","Diplodactylidae, Gekkota"
"Rhacodactylus","trachycephalus","BOULENGER","1878","Diplodactylidae, Gekkota"
"Rhacodactylus","trachyrhynchus","BOCAGE","1873","Diplodactylidae, Gekkota"
"Rhadinaea","bogertorum","MYERS","1974","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","calligaster","COPE","1875","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","cuneata","MYERS","1974","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","decorata","GUNTHER","1858","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","flavilata","COPE","1871","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","forbesi","SMITH","1942","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","fulvivittis","COPE","1875","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","gaigeae","BAILEY","1937","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","hesperia","BAILEY","1940","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","laureata","GUNTHER","1868","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","macdougalli","SMITH & LANGEBARTEL","1949","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","marcellae","TAYLOR","1949","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","montana","SMITH","1944","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","myersi","ROSSMAN","1965","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","nuchalis","GARCIA-VAZQUEZ PAVON-VAZQUEZ BLANCAS-HERNANDEZ BLANCAS-CALVA & CENTENERO-ALCALA","2018","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","omiltemana","GUNTHER","1894","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","pulveriventris","BOULENGER","1896","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","quinquelineata","COPE","1886","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","sargenti","DUNN & BAILEY","1939","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","taeniata","PETERS","1863","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinaea","vermiculaticeps","COPE","1860","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","anachoreta","SMITH & CAMPBELL","1994","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","donaji","CAMPBELL","2015","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","dysmica","CAMPILLO DAVILA-GALAVIZ FLORES-VILLELA & CAMPBELL","2016","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","godmani","GUNTHER","1865","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","hannsteini","STUART","1949","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","hempsteadae","STUART & BAILEY","1941","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","kanalchutchan","MENDELSON & KIZIRIAN","1995","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","kinkelini","BOETTGER","1898","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","lachrymans","COPE","1870","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","lisyae","MCCRANIE","2017","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","montecristi","MERTENS","1952","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","pegosalyta","MCCRANIE","2006","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","pilonaorum","STUART","1954","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","posadasi","SLEVIN","1936","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","rogerromani","KOHLER & MCCRANIE","1999","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","schistosa","SMITH","1941","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","serperaster","COPE","1871","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","stadelmani","STUART & BAILEY","1941","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","tolpanorum","HOLM & CRUZ-DIAZ","1994","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinella","xerophila","ARIANO-SANCHEZ & CAMPBELL","2018","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhadinophanes","monticola","MYERS & CAMPBELL","1981","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhamnophis","aethiopissa","GUNTHER","1862","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhamnophis","batesii","BOULENGER","1908","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhamphiophis","maradiensis","CHIRIO & INEICH","1991","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhamphiophis","oxyrhynchus","REINHARDT","1843","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhamphiophis","rostratus","PETERS","1854","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhamphiophis","rubropunctatus","FISCHER","1884","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhampholeon","acuminatus","MARIAUX & TILBURY","2006","Chamaeleonidae, Iguania"
"Rhampholeon","beraduccii","MARIAUX & TILBURY","2006","Chamaeleonidae, Iguania"
"Rhampholeon","boulengeri","STEINDACHNER","1911","Chamaeleonidae, Iguania"
"Rhampholeon","bruessoworum","BRANCH BAYLISS & TOLLEY","2014","Chamaeleonidae, Iguania"
"Rhampholeon","chapmanorum","TILBURY","1992","Chamaeleonidae, Iguania"
"Rhampholeon","colemani","MENEGON LYAKURWA LOADER & TOLLEY","2022","Chamaeleonidae, Iguania"
"Rhampholeon","gorongosae","BROADLEY","1971","Chamaeleonidae, Iguania"
"Rhampholeon","hattinghi","TILBURY & TOLLEY","2015","Chamaeleonidae, Iguania"
"Rhampholeon","marshalli","BOULENGER","1906","Chamaeleonidae, Iguania"
"Rhampholeon","maspictus","BRANCH BAYLISS & TOLLEY","2014","Chamaeleonidae, Iguania"
"Rhampholeon","moyeri","MENEGON SALVIDIO & TILBURY","2002","Chamaeleonidae, Iguania"
"Rhampholeon","nchisiensis","LOVERIDGE","1953","Chamaeleonidae, Iguania"
"Rhampholeon","nebulauctor","BRANCH BAYLISS & TOLLEY","2014","Chamaeleonidae, Iguania"
"Rhampholeon","nicolai","MENEGON LYAKURWA LOADER & TOLLEY","2022","Chamaeleonidae, Iguania"
"Rhampholeon","platyceps","GUNTHER","1893","Chamaeleonidae, Iguania"
"Rhampholeon","princeeai","MENEGON LYAKURWA LOADER & TOLLEY","2022","Chamaeleonidae, Iguania"
"Rhampholeon","rubeho","MENEGON LYAKURWA LOADER & TOLLEY","2022","Chamaeleonidae, Iguania"
"Rhampholeon","sabini","MENEGON LYAKURWA LOADER & TOLLEY","2022","Chamaeleonidae, Iguania"
"Rhampholeon","spectrum","BUCHHOLZ","1874","Chamaeleonidae, Iguania"
"Rhampholeon","spinosus","MATSCHIE","1892","Chamaeleonidae, Iguania"
"Rhampholeon","temporalis","MATSCHIE","1892","Chamaeleonidae, Iguania"
"Rhampholeon","tilburyi","BRANCH BAYLISS & TOLLEY","2014","Chamaeleonidae, Iguania"
"Rhampholeon","uluguruensis","TILBURY & EMMRICH","1996","Chamaeleonidae, Iguania"
"Rhampholeon","viridis","MARIAUX & TILBURY","2006","Chamaeleonidae, Iguania"
"Rhampholeon","waynelotteri","MENEGON LYAKURWA LOADER & TOLLEY","2022","Chamaeleonidae, Iguania"
"Rheosaurus","sulcarostrum","DONNELLY MACCULLOCH UGARTE & KIZIRIAN","2006","Gymnophthalmidae (Cercosaurinae), Gymnophthalmoidea"
"Rhineura","floridana","BAIRD","1858","Rhineuridae, Amphisbaenia, Lacertoidea"
"Rhinobothryum","bovallii","ANDERSSON","1916","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhinobothryum","lentiginosum","SCOPOLI","1785","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhinocheilus","antonii","DUGES","1886","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhinocheilus","etheridgei","GRISMER","1990","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhinocheilus","lecontei","BAIRD & GIRARD","1853","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Rhinogekko","femoralis","SMITH","1933","Gekkonidae, Gekkota"
"Rhinogekko","misonnei","DE WITTE","1973","Gekkonidae, Gekkota"
"Rhinoguinea","magna","TRAPE","2014","Leptotyphlopidae, Epictinae, Rhinoleptini, Typhlopoidea, Serpentes"
"Rhinoleptus","koniagui","VILLIERS","1956","Leptotyphlopidae, Epictinae, Rhinoleptini, Typhlopoidea, Serpentes"
"Rhinophis","blythii","KELAART","1853","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Rhinophis","dorsimaculatus","DERANIYAGALA","1941","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Rhinophis","drummondhayi","WALL","1921","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Rhinophis","erangaviraji","WICKRAMASINGHE VIDANAPATHIRANA WICKRAMASINGHE & RANWELLA","2009","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Rhinophis","fergusonianus","BOULENGER","1896","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Rhinophis","goweri","AENGALS & GANESH","2013","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Rhinophis","gunasekarai","WICKRAMASINGHE VIDANAPATHIRANA WICKRAMASINGHE & GOWER","2020","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Rhinophis","homolepis","HEMPRICH","1820","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Rhinophis","karinthandani","SAMPAIO NARAYANAN CYRIAC VENU & GOWER","2020","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Rhinophis","lineatus","GOWER & MADUWAGE","2011","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
