"genus","species","authority","year","higherTaxonomy"
"Psammophylax","multisquamis","LOVERIDGE","1932","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Psammophylax","ocellatus","BOCAGE","1873","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Psammophylax","rhombeatus","LINNAEUS","1758","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Psammophylax","tritaeniatus","GUNTHER","1868","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Psammophylax","variabilis","GUNTHER","1893","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudagkistrodon","rudis","BOULENGER","1906","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","biserialis","GUNTHER","1860","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","darwini","ZAHER YANEZ-MUNOZ RODRIGUES GRABOSKI MACHADO ALTAMIRANO-BENAVIDES BONATTO & GRAZZIOTIN","2018","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","dorsalis","STEINDACHNER","1876","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","elegans","TSCHUDI","1845","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","hephaestus","ZAHER YANEZ-MUNOZ RODRIGUES GRABOSKI MACHADO ALTAMIRANO-BENAVIDES BONATTO & GRAZZIOTIN","2018","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","hoodensis","VAN DENBURGH","1912","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","occidentalis","VAN DENBURGH","1912","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","slevini","VAN DENBURGH","1912","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","steindachneri","VAN DENBURGH","1912","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudalsophis","thomasi","ZAHER YANEZ-MUNOZ RODRIGUES GRABOSKI MACHADO ALTAMIRANO-BENAVIDES BONATTO & GRAZZIOTIN","2018","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudaspis","cana","LINNAEUS","1758","Pseudaspididae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudechis","australis","GRAY","1842","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudechis","butleri","SMITH","1982","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudechis","colletti","BOULENGER","1902","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudechis","guttatus","DE VIS","1905","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudechis","pailsei","HOSER","1998","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudechis","papuanus","PETERS & DORIA","1878","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudechis","porphyriacus","SHAW","1794","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudechis","rossignolii","HOSER","2000","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudechis","weigeli","WELLS & WELLINGTON","1987","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudelaphe","flavirufa","COPE","1867","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudelaphe","phaescens","DOWLING","1952","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudemoia","baudini","GREER","1982","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Pseudemoia","cryodroma","HUTCHINSON & DONNELLAN","1992","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Pseudemoia","entrecasteauxii","DUMERIL & BIBRON","1839","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Pseudemoia","pagenstecheri","LINDHOLM","1901","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Pseudemoia","rawlinsoni","HUTCHINSON & DONNELLAN","1988","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Pseudemoia","spenceri","LUCAS & FROST","1894","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Pseuderemias","brenneri","PETERS","1869","Lacertidae, Eremiadinae, Lacertoidea"
"Pseuderemias","erythrosticta","BOULENGER","1891","Lacertidae, Eremiadinae, Lacertoidea"
"Pseuderemias","mucronata","BLANFORD","1870","Lacertidae, Eremiadinae, Lacertoidea"
"Pseuderemias","savagei","GANS LAURENT & PANDIT","1965","Lacertidae, Eremiadinae, Lacertoidea"
"Pseuderemias","septemstriata","PARKER","1942","Lacertidae, Eremiadinae, Lacertoidea"
"Pseuderemias","smithii","BOULENGER","1895","Lacertidae, Eremiadinae, Lacertoidea"
"Pseuderemias","striatus","PETERS","1874","Lacertidae, Eremiadinae, Lacertoidea"
"Pseudoacontias","angelorum","NUSSBAUM & RAXWORTHY","1995","Scincidae, Scincinae, Scincoidea"
"Pseudoacontias","madagascariensis","BOCAGE","1889","Scincidae, Scincinae, Scincoidea"
"Pseudoacontias","menamainty","ANDREONE & GREER","2002","Scincidae, Scincinae, Scincoidea"
"Pseudoacontias","unicolor","SAKATA & HIKIDA","2003","Scincidae, Scincinae, Scincoidea"
"Pseudoboa","coronata","SCHNEIDER","1801","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboa","haasi","BOETTGER","1905","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboa","martinsi","ZAHER OLIVEIRA & FRANCO","2008","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboa","neuwiedii","DUMERIL BIBRON & DUMERIL","1854","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboa","nigra","DUMERIL BIBRON & DUMERIL","1854","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboa","serrana","MORATO MOURA-LEITE PRUDENTE & BERNILS","1995","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboodon","abyssinicus","MOCQUARD","1906","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboodon","boehmei","RASMUSSEN & LARGEN","1992","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboodon","gascae","PERACCA","1897","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboodon","lemniscatus","DUMERIL BIBRON & DUMERIL","1854","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoboodon","sandfordorum","SPAWLS","2004","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudocalotes","andamanensis","BOULENGER","1891","Agamidae (Draconinae), Iguania"
"Pseudocalotes","baliomus","HARVEY SHANEY HAMIDY KURNIAWAN & SMITH","2017","Agamidae (Draconinae), Iguania"
"Pseudocalotes","bapoensis","YANG SU & LI","1979","Agamidae (Draconinae), Iguania"
"Pseudocalotes","brevipes","WERNER","1904","Agamidae (Draconinae), Iguania"
"Pseudocalotes","cybelidermus","HARVEY HAMIDY KURNIAWAN SHANEY & SMITH","2014","Agamidae (Draconinae), Iguania"
"Pseudocalotes","dringi","HALLERMANN & BOHME","2000","Agamidae (Draconinae), Iguania"
"Pseudocalotes","drogon","GRISMER QUAH WOOD ANUAR MUIN DAVIS MURDOCH GRISMER COTA & COBOS","2016","Agamidae (Draconinae), Iguania"
"Pseudocalotes","flavigula","SMITH","1924","Agamidae (Draconinae), Iguania"
"Pseudocalotes","floweri","BOULENGER","1912","Agamidae (Draconinae), Iguania"
"Pseudocalotes","guttalineatus","HARVEY HAMIDY KURNIAWAN SHANEY & SMITH","2014","Agamidae (Draconinae), Iguania"
"Pseudocalotes","kakhienensis","ANDERSON","1879","Agamidae (Draconinae), Iguania"
"Pseudocalotes","khaonanensis","CHAN-ARD COTA MAKCHAI & LAOTEOW","2008","Agamidae (Draconinae), Iguania"
"Pseudocalotes","kingdonwardi","SMITH","1935","Agamidae (Draconinae), Iguania"
"Pseudocalotes","larutensis","HALLERMANN & MCGUIRE","2001","Agamidae (Draconinae), Iguania"
"Pseudocalotes","microlepis","BOULENGER","1888","Agamidae (Draconinae), Iguania"
"Pseudocalotes","poilani","BOURRET","1939","Agamidae (Draconinae), Iguania"
"Pseudocalotes","rhaegal","GRISMER QUAH WOOD ANUAR MUIN DAVIS MURDOCH GRISMER COTA & COBOS","2016","Agamidae (Draconinae), Iguania"
"Pseudocalotes","rhammanotus","HARVEY HAMIDY KURNIAWAN SHANEY & SMITH","2014","Agamidae (Draconinae), Iguania"
"Pseudocalotes","saravacensis","INGER & STUEBING","1994","Agamidae (Draconinae), Iguania"
"Pseudocalotes","tympanistriga","GRAY","1831","Agamidae (Draconinae), Iguania"
"Pseudocalotes","viserion","GRISMER QUAH WOOD ANUAR MUIN DAVIS MURDOCH GRISMER COTA & COBOS","2016","Agamidae (Draconinae), Iguania"
"Pseudocalotes","ziegleri","HALLERMANN TRUONG ORLOV & ANANJEVA","2010","Agamidae (Draconinae), Iguania"
"Pseudoceramodactylus","khobarensis","HAAS","1957","Gekkonidae, Gekkota"
"Pseudocerastes","fieldi","SCHMIDT","1930","Viperidae, Viperinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudocerastes","persicus","DUMERIL BIBRON & DUMERIL","1854","Viperidae, Viperinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudocerastes","urarachnoides","BOSTANCHI ANDERSON KAMI & PAPENFUSS","2006","Viperidae, Viperinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudocophotis","kontumensis","ANANJEVA ORLOV TRUONG & NAZAROV","2007","Agamidae (Draconinae), Iguania"
"Pseudocophotis","sumatrana","HUBRECHT","1879","Agamidae (Draconinae), Iguania"
"Pseudocordylus","langi","LOVERIDGE","1944","Cordylidae (Cordylinae), Scincoidea"
"Pseudocordylus","melanotus","SMITH","1838","Cordylidae (Cordylinae), Scincoidea"
"Pseudocordylus","microlepidotus","CUVIER","1829","Cordylidae (Cordylinae), Scincoidea"
"Pseudocordylus","spinosus","FITZSIMONS","1947","Cordylidae (Cordylinae), Scincoidea"
"Pseudocordylus","subviridis","SMITH","1838","Cordylidae (Cordylinae), Scincoidea"
"Pseudocordylus","transvaalensis","FITZSIMONS","1943","Cordylidae (Cordylinae), Scincoidea"
"Pseudoeryx","plicatilis","LINNAEUS","1758","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoeryx","relictualis","SCHARGEL RIVAS-FUENMAYOR BARROS PEFAUR & NAVARETTE","2007","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoferania","polylepis","FISCHER","1886","Homalopsidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoficimia","frontalis","COPE","1864","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudogekko","atiorum","DAVIS WATTERS KOHLER WHITSETT HURON BROWN DIESMOS & SILER","2015","Gekkonidae, Gekkota"
"Pseudogekko","brevipes","BOETTGER","1897","Gekkonidae, Gekkota"
"Pseudogekko","chavacano","SILER WELTON DAVIS WATTERS DAVEY DIESMOS DIESMOS & BROWN","2014","Gekkonidae, Gekkota"
"Pseudogekko","compresicorpus","TAYLOR","1915","Gekkonidae, Gekkota"
"Pseudogekko","ditoy","SILER WELTON DAVIS WATTERS DAVEY DIESMOS DIESMOS & BROWN","2014","Gekkonidae, Gekkota"
"Pseudogekko","hungkag","BROWN MENESES WOOD FERNANDEZ CUESTA CLORES TRACY BUEHLER & SILER","2020","Gekkonidae, Gekkota"
"Pseudogekko","isapa","SILER DAVIS DIESMOS GUINTO WHITSETT & BROWN","2016","Gekkonidae, Gekkota"
"Pseudogekko","pungkaypinit","SILER WELTON DAVIS WATTERS DAVEY DIESMOS DIESMOS & BROWN","2014","Gekkonidae, Gekkota"
"Pseudogekko","smaragdinus","TAYLOR","1922","Gekkonidae, Gekkota"
"Pseudogekko","sumiklab","SILER DAVIS WATTERS FREITAS GRIFFITH BINADAY LOBOS AMARGA & BROWN","2017","Gekkonidae, Gekkota"
"Pseudogonatodes","barbouri","NOBLE","1921","Sphaerodactylidae, Gekkota"
"Pseudogonatodes","furvus","RUTHVEN","1915","Sphaerodactylidae, Gekkota"
"Pseudogonatodes","gasconi","AVILA-PIRES & HOOGMOED","2000","Sphaerodactylidae, Gekkota"
"Pseudogonatodes","guianensis","PARKER","1935","Sphaerodactylidae, Gekkota"
"Pseudogonatodes","lunulatus","ROUX","1927","Sphaerodactylidae, Gekkota"
"Pseudogonatodes","manessi","AVILA-PIRES & HOOGMOED","2000","Sphaerodactylidae, Gekkota"
"Pseudogonatodes","peruvianus","HUEY & DIXON","1970","Sphaerodactylidae, Gekkota"
"Pseudohaje","goldii","BOULENGER","1895","Elapidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudohaje","nigra","GUNTHER","1858","Elapidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoindotyphlops","exiguus","JAN","1864","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Pseudoindotyphlops","porrectus","STOLICZKA","1871","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Pseudoleptodeira","latifasciata","GUNTHER","1894","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudonaja","affinis","GUNTHER","1872","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudonaja","aspidorhyncha","MCCOY","1879","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudonaja","guttata","PARKER","1926","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudonaja","inframacula","WAITE","1925","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudonaja","ingrami","BOULENGER","1908","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudonaja","mengdeni","WELLS & WELLINGTON","1985","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudonaja","modesta","GUNTHER","1872","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudonaja","nuchalis","GUNTHER","1858","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudonaja","textilis","DUMERIL BIBRON & DUMERIL","1854","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoplectrurus","canaricus","BEDDOME","1870","Uropeltidae, Henophidia, Alethinophidia, Serpentes"
"Pseudopus","apodus","PALLAS","1775","Anguidae (Anguinae), Diploglossa, Anguimorpha"
"Pseudorabdion","albonuchalis","GUNTHER","1896","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","ater","TAYLOR","1922","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","collaris","MOCQUARD","1892","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","eiselti","INGER & LEVITON","1961","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","longiceps","CANTOR","1847","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","mcnamarae","TAYLOR","1917","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","modiglianii","DORIA & PETRI","2010","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","montanum","LEVITON & BROWN","1959","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","oxycephalum","GUNTHER","1858","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","sarasinorum","MULLER","1895","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","saravacense","SHELFORD","1901","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","sirambense","DORIA & PETRI","2010","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","talonuran","BROWN LEVITON & SISON","1999","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","taylori","LEVITON & BROWN","1959","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudorabdion","torquatum","DUMERIL BIBRON & DUMERIL","1854","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudothecadactylus","australis","GUNTHER","1877","Diplodactylidae, Gekkota"
"Pseudothecadactylus","cavaticus","COGGER","1975","Diplodactylidae, Gekkota"
"Pseudothecadactylus","lindneri","COGGER","1975","Diplodactylidae, Gekkota"
"Pseudotrapelus","aqabensis","MELNIKOV NAZAROV ANANJEVA & DISI","2012","Agamidae (Agaminae), Iguania"
"Pseudotrapelus","chlodnickii","MELNIKOV SMIELOWSKI MELNIKOVA NAZAROV & ANANJEVA","2015","Agamidae (Agaminae), Iguania"
"Pseudotrapelus","dhofarensis","MELNIKOV & PIERSON","2012","Agamidae (Agaminae), Iguania"
"Pseudotrapelus","jensvindumi","MELNIKOV ANANJEVA & PAPENFUSS","2013","Agamidae (Agaminae), Iguania"
"Pseudotrapelus","neumanni","TORNIER","1905","Agamidae (Agaminae), Iguania"
"Pseudotrapelus","sinaitus","HEYDEN","1827","Agamidae (Agaminae), Iguania"
"Pseudotrapelus","tuwaiqensis","TAMAR UVIZL SHOBRAK ALMUTAIRI BUSAIS SALIM ALGETHAMI ALGETHAMI ALANAZI ALSUBAIE CHIRIO CARRANZA SMID","2023","Agamidae (Agaminae), Iguania"
"Pseudoxenodon","bambusicola","VOGT","1922","Colubridae (Pseudoxenodontinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxenodon","baramensis","SMITH","1921","Colubridae (Pseudoxenodontinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxenodon","inornatus","BOIE","1827","Colubridae (Pseudoxenodontinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxenodon","karlschmidti","POPE","1928","Colubridae (Pseudoxenodontinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxenodon","macrops","BLYTH","1855","Colubridae (Pseudoxenodontinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxenodon","stejnegeri","BARBOUR","1908","Colubridae (Pseudoxenodontinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","ambreensis","MOCQUARD","1894","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","analabe","NUSSBAUM ANDREONE & RAXWORTHY","1998","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","ankafinaensis","RAXWORTHY & NUSSBAUM","1994","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","heterurus","JAN","1863","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","imerinae","GUNTHER","1890","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","kely","RAXWORTHY & NUSSBAUM","1994","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","microps","GUNTHER","1881","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","oblectator","CADLE","1999","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","quinquelineatus","GUNTHER","1881","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","sokosoko","RAXWORTHY & NUSSBAUM","1994","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Pseudoxyrhopus","tritaeniatus","MOCQUARD","1894","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Psilops","mucugensis","RODRIGUES RECODER TEIXEIRA JR ROSCITO GUERRERO SALES-NUNES FREITAS FERNANDES BOCCHIGLIERI VECHIO FORTES-LEITE CAMPOS NOGUEIRA DAMASCENO MACHADO-PELLEGRINO SUZART-ARGOLO & AMARO","2017","Gymnophthalmidae (Gymnophthalminae), Gymnophthalmini, Gymnophthalmoidea"
"Psilops","paeminosus","RODRIGUES","1991","Gymnophthalmidae (Gymnophthalminae), Gymnophthalmini, Gymnophthalmoidea"
"Psilops","seductus","RODRIGUES RECODER TEIXEIRA JR ROSCITO GUERRERO SALES-NUNES FREITAS FERNANDES BOCCHIGLIERI VECHIO FORTES-LEITE CAMPOS NOGUEIRA DAMASCENO MACHADO-PELLEGRINO SUZART-ARGOLO & AMARO","2017","Gymnophthalmidae (Gymnophthalminae), Gymnophthalmini, Gymnophthalmoidea"
"Psomophis","genimaculatus","BOETTGER","1885","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Psomophis","joberti","SAUVAGE","1884","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Psomophis","obtusus","COPE","1863","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Psychosaura","agmosticha","RODRIGUES","2000","Scincidae, Mabuyinae (Mabuyini), Scincoidea"
"Psychosaura","macrorhyncha","HOGE","1946","Scincidae, Mabuyinae (Mabuyini), Scincoidea"
"Ptenopus","carpi","BRAIN","1962","Gekkonidae, Gekkota"
"Ptenopus","garrulus","SMITH","1849","Gekkonidae, Gekkota"
"Ptenopus","kochi","HAACKE","1964","Gekkonidae, Gekkota"
"Ptyas","carinata","GUNTHER","1864","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","dhumnades","CANTOR","1842","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","dipsas","SCHLEGEL","1837","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","doriae","BOULENGER","1888","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","fusca","GUNTHER","1858","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","herminae","BOETTGER","1895","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","korros","SCHLEGEL","1837","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","luzonensis","GUNTHER","1873","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","major","GUNTHER","1858","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","mucosa","LINNAEUS","1758","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","multicincta","ROUX","1907","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","nigromarginata","BLYTH","1855","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyas","semicarinata","HALLOWELL","1861","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptychophis","flavovirgatus","GOMES","1915","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ptyctolaemus","chindwinensis","LIU HOU LWIN & RAO","2021","Agamidae (Draconinae), Iguania"
"Ptyctolaemus","collicristatus","SCHULTE & VINDUM","2004","Agamidae (Draconinae), Iguania"
"Ptyctolaemus","gularis","PETERS","1864","Agamidae (Draconinae), Iguania"
"Ptyodactylus","ananjevae","NAZAROV MELNIKOV & MELNIKOVA","2013","Phyllodactylidae, Gekkota"
"Ptyodactylus","dhofarensis","NAZAROV MELNIKOV & MELNIKOVA","2013","Phyllodactylidae, Gekkota"
"Ptyodactylus","guttatus","HEYDEN","1827","Phyllodactylidae, Gekkota"
"Ptyodactylus","hasselquistii","DONNDORFF","1798","Phyllodactylidae, Gekkota"
"Ptyodactylus","homolepis","BLANFORD","1876","Phyllodactylidae, Gekkota"
"Ptyodactylus","orlovi","NAZAROV MELNIKOV & MELNIKOVA","2013","Phyllodactylidae, Gekkota"
"Ptyodactylus","oudrii","LATASTE","1880","Phyllodactylidae, Gekkota"
"Ptyodactylus","puiseuxi","BOUTAN","1893","Phyllodactylidae, Gekkota"
"Ptyodactylus","ragazzii","ANDERSON","1898","Phyllodactylidae, Gekkota"
"Ptyodactylus","rivapadiali","TRAPE","2017","Phyllodactylidae, Gekkota"
"Ptyodactylus","ruusaljibalicus","SIMO-RIUDALBAS METALLINOU POUS ELS JAYASINGHE PENTEK-ZAKAR WILMS AL-SAADI & CARRANZA","2017","Phyllodactylidae, Gekkota"
"Ptyodactylus","siphonorhina","ANDERSON","1896","Phyllodactylidae, Gekkota"
"Ptyodactylus","togoensis","TORNIER","1901","Phyllodactylidae, Gekkota"
"Pygmaeascincus","koshlandae","GREER","1991","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Pygmaeascincus","sadlieri","GREER","1991","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Pygmaeascincus","timlowi","INGRAM","1977","Scincidae, Eugongylinae (Eugongylini), Scincoidea"
"Pygomeles","braconnieri","GRANDIDIER","1867","Scincidae, Scincinae, Scincoidea"
"Pygomeles","petteri","PASTEUR & PAULIAN","1962","Scincidae, Scincinae, Scincoidea"
"Pygomeles","trivittatus","BOULENGER","1896","Scincidae, Scincinae, Scincoidea"
"Pygopus","lepidopodus","LACEPEDE","1804","Pygopodidae, Gekkota"
"Pygopus","nigriceps","FISCHER","1882","Pygopodidae, Gekkota"
"Pygopus","robertsi","OLIVER COUPER & AMEY","2010","Pygopodidae, Gekkota"
"Pygopus","schraderi","BOULENGER","1913","Pygopodidae, Gekkota"
"Pygopus","steelescotti","JAMES DONNELLAN & HUTCHINSON","2001","Pygopodidae, Gekkota"
